Time,NR_UE_Nbr_RSRQ_1,NR_UE_RSRP_0,NR_UE_SINR_0,NR_UE_RSRQ_0,NR_UE_Throughput_PDCP_DL,NR_UE_RACH_Procedure_Count,NR_UE_BLER_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRP_1,App_Throughput_UL,NR_UE_Timing_Advance,NR_UE_Nbr_RSRP_2,NR_UE_NACK_Rate_DL_0,NR_UE_Throughput_RLC_UL,NR_UE_Nbr_RSRQ_2,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_Pathloss_DL_0,NR_UE_Nbr_RSRQ_4,NR_UE_Nbr_RSRQ_0,NR_UE_NACK_Rate_UL_0,NR_UE_Nbr_RSRP_0,NR_UE_RACH_OK,NR_UE_RRCReEstAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RACH_Fail,NR_UE_RRCHOOK,NR_UE_RACH_Attempt,NR_UE_RRCConnectionDrop,NR_UE_RRCConnectionAttempt,NR_UE_RRCReEstFail,NR_UE_RRCHOAttempt,NR_UE_RRCConnectionComplete,NR_UE_RRCReEst_EndResult,NR_UE_PCI_0,NR_UE_CCE_AggregationLev_0,NR_UE_Nbr_PCI_1,NR_UE_MCS_DL_0,NR_UE_Nbr_PCI_3,NAS_5GS_MM_MessageType,NR_UE_Nbr_PCI_4,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_2,NR_RRC_MsgType,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,Longitude,Latitude
2025-03-14 12:14:43.500,,-89.8,1.2,-13.6,566.02,,7.6,17.0,0.0,,,,,,,,7.6,55897.05,,,,,,-12.6,,-87.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02941,41.10725
2025-03-14 12:14:43.539,,,,,,,,,,,,,,,,,,,,20.5,,104.5,,,9.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:43.558,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:44.002,,,,,,,,,,,,,,46164.57,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:44.025,,-89.1,4.6,-13.7,561.15,,9.3,16.0,0.0,,,,,,,,9.3,63795.74,,,,,,-13.3,,-89.5,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,22 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,256QAM,Rank2,29.02938,41.10727
2025-03-14 12:14:44.315,,,,,,,,,,,,,,,,,,,,20.4,,102.8,,,7.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:44.499,,-85.2,4.5,-12.0,587.39,,8.1,16.0,0.0,,,,,,,,8.1,66574.55,,,,,,-14.4,,-90.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02938,41.10727
2025-03-14 12:14:44.538,,,,,,,,,,,,,,,,,,,,20.5,,102.6,,,12.4,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:44.571,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:45.005,,,,,,,,,,,,,,70301.29,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:45.017,,-85.7,5.7,-12.1,544.32,,10.4,17.0,0.0,,,,,,,,10.4,62529.3,,,,,,-15.5,,-92.2,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02934,41.10728
2025-03-14 12:14:45.039,,,,,,,,,,,,,,,,,,,,20.4,,101.4,,,7.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.500,,-85.3,6.2,-11.7,572.1,,8.7,17.0,0.0,,,,,,,,8.7,66813.13,,,,,,-16.1,,-90.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02934,41.10728
2025-03-14 12:14:45.540,,,,,,,,,,,,,,,,,,,,20.4,,101.2,,,9.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:46.001,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02932,41.10728
2025-03-14 12:14:46.006,,,,,,,,,,,,,,69307.66,,,,64503.57,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02932,41.10728
2025-03-14 12:14:46.092,,-86.0,7.5,-11.9,,,,,,,,,,,,,,,,,,,,-14.9,,-89.7,False,False,False,False,False,False,False,False,False,False,False,,48,,,,,,,76,,,,Rank3,29.0293,41.10727
2025-03-14 12:14:46.317,,,,,560.56,,9.9,16.0,0.0,,,,,,,,9.9,,,20.3,,100.7,,,7.5,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,64QAM,Rank3,29.0293,41.10727
2025-03-14 12:14:46.499,,-85.4,6.9,-12.4,562.98,,9.9,17.0,0.0,,,,,,,,9.9,64725.71,,,,,,-14.2,,-88.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,19 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.0293,41.10727
2025-03-14 12:14:46.539,,,,,,,,,,,,,,,,,,,,20.4,,101.5,,,10.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.0293,41.10727
2025-03-14 12:14:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.0293,41.10727
2025-03-14 12:14:47.008,,,,,,,,,,,,,,46914.15,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.0293,41.10727
2025-03-14 12:14:47.038,,-85.7,6.6,-11.8,544.87,,6.7,16.0,0.0,,,,,,,,6.7,62126.33,,20.4,,100.1,,-16.3,8.5,-88.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,18 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02925,41.10725
2025-03-14 12:14:47.500,,-84.9,6.3,-11.8,537.22,,9.4,17.0,0.0,,,,,,,,9.4,63572.65,,,,,,-14.5,,-84.6,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02925,41.10725
2025-03-14 12:14:47.538,,,,,,,,,,,,,,,,,,,,20.3,,99.1,,,9.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02925,41.10725
2025-03-14 12:14:47.999,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02925,41.10725
2025-03-14 12:14:48.011,,,,,,,,,,,,,,69386.94,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02925,41.10725
2025-03-14 12:14:48.032,,-83.8,6.1,-12.1,,,8.4,16.0,0.0,,,,,,,,8.4,61291.57,,,,,,-13.7,,-86.6,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02922,41.10722
2025-03-14 12:14:48.319,,,,,540.14,,,,,,,,,,,,,,,20.4,,100.6,,,9.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02922,41.10722
2025-03-14 12:14:48.499,,-85.3,6.3,-12.8,552.2,,9.2,16.0,0.0,,,,,,,,9.2,62922.5,,,,,,-13.1,,-85.3,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,76,,,64QAM,Rank3,29.02922,41.10722
2025-03-14 12:14:48.540,,,,,,,,,,,,,,,,,,,,20.2,,100.0,,,6.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02919,41.1072
2025-03-14 12:14:49.000,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02919,41.1072
2025-03-14 12:14:49.013,,,,,,,,,,,,,,69780.73,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,29.02919,41.1072
