Time,NR_UE_Nbr_RSRQ_1,NR_UE_RSRP_0,NR_UE_SINR_0,NR_UE_RSRQ_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_RACH_Procedure_Count,NR_UE_BLER_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRP_1,NR_UE_Timing_Advance,NR_UE_Nbr_RSRP_2,NR_UE_NACK_Rate_DL_0,NR_UE_Nbr_RSRQ_2,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_Pathloss_DL_0,NR_UE_Nbr_RSRQ_4,NR_UE_Nbr_RSRQ_0,NR_UE_NACK_Rate_UL_0,NR_UE_Nbr_RSRP_0,NR_UE_RACH_OK,NR_UE_RRCReEstAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RACH_Fail,NR_UE_RRCHOOK,NR_UE_RACH_Attempt,NR_UE_RRCConnectionDrop,NR_UE_RRCConnectionAttempt,NR_UE_RRCReEstFail,NR_UE_RRCHOAttempt,NR_UE_RRCConnectionComplete,NR_UE_RRCReEst_EndResult,NR_UE_PCI_0,NR_UE_CCE_AggregationLev_0,NR_UE_Nbr_PCI_1,NR_UE_MCS_DL_0,NR_UE_Nbr_PCI_3,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,NR_UE_Nbr_PCI_4,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_2,NR_RRC_MsgType,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,Longitude,Latitude
2025-03-14 12:14:34.501,,-86.2,5.6,-11.5,0.0,,,100.0,16.0,0.0,,,,,,,100.0,,17.5,,101.5,,-17.5,0.0,-96.6,False,False,False,False,False,False,False,False,False,False,False,,48,,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:34.506,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:34.543,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:34.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.021,,-86.7,9.9,-11.6,47888.24,,,0.0,37.0,0.0,,,,,,,0.0,,,,,,-16.3,,-96.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:35.291,,,,,,,,,,,,,,,,,,,17.5,,101.5,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.409,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.500,,-85.8,13.4,-10.6,97840.78,,,5.5,37.0,0.0,,,,,,,5.5,,17.6,,102.2,,-17.8,6.4,-100.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:35.505,,,,,97645.38,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:35.513,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.048,,-86.7,10.6,-10.5,,,,7.8,37.0,0.0,,,,,,,7.8,,17.5,,103.7,,-16.3,1.0,-100.0,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:36.410,,,,,97756.16,80890.89,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.499,,-88.5,12.6,-10.6,,,,10.2,37.0,0.0,,,,,,,10.2,,17.5,,102.2,,-17.4,0.0,-98.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:36.504,,,,,97832.96,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:36.562,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.035,,-86.2,11.6,-10.5,,,,2.9,40.0,0.0,,,,,,,2.9,,,,,,-14.3,,-97.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:37.293,,,,,97648.64,,,,,,,,,,,,,,17.5,,102.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.411,,,,,,99179.71,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.499,,-87.1,11.8,-10.7,97730.56,,,0.0,43.0,0.0,,,,,,,0.0,,17.5,,104.7,,-12.2,0.0,-95.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:37.505,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:37.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.012,,-88.8,12.2,-10.9,97628.16,,,5.6,41.0,0.0,,,,,,,5.6,,17.5,,103.8,,-14.9,0.0,-97.3,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:38.415,,,,,,93725.01,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.501,,-86.0,10.2,-10.7,97648.64,,,7.0,39.0,0.0,,,,,,,7.0,,,,,,-13.8,,-95.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02949,41.10723
2025-03-14 12:14:38.504,,,,,,,,,,,,,,,,,,,17.5,,104.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.535,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:38.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.029,,-89.9,10.8,-11.1,97233.94,,,10.1,49.0,0.0,,,,,,,10.1,,,,,,-17.0,,-96.0,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:39.295,,,,,,,,,,,,,,,,,,,17.5,,105.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.418,,,,,,94790.19,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.499,,-88.3,9.2,-10.7,98022.41,,,10.2,49.0,0.0,,,,,,,10.2,,,,,,-18.4,,-97.5,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:39.503,,,,,,,,,,,,,,,,,,,17.5,,105.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.504,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:39.573,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.020,,-90.4,9.7,-11.1,97049.63,,,10.0,51.0,0.0,,,,,,,10.0,,17.5,,105.3,,-17.4,0.0,-96.4,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:40.422,,,,,,95019.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.499,,-87.5,8.6,-10.8,98575.41,,,8.6,51.0,0.0,,,,,,,8.6,,,,,,-17.2,,-96.0,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02949,41.10723
2025-03-14 12:14:40.504,,,,,,,,,,,,,,,,,,,17.5,,106.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:40.595,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:41.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02949,41.10723
2025-03-14 12:14:41.013,,-90.1,8.7,-11.1,97935.36,,,8.5,51.0,0.0,,,,,,,8.5,,,,,,-17.3,,-96.2,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02947,41.10722
2025-03-14 12:14:41.297,,,,,,,,,,,,,,,,,,,17.5,,104.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:41.425,,,,,,94627.2,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:41.499,,-87.8,8.1,-11.2,96931.84,,,9.9,52.0,0.0,,,,,,,9.9,,,,,,-15.2,,-94.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02947,41.10722
2025-03-14 12:14:41.509,,,,,,,,,,,,,,,,,,,17.5,,105.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:42.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02947,41.10722
2025-03-14 12:14:42.020,,-90.7,9.1,-11.6,97751.04,,,9.1,51.0,0.0,,,,,,,9.1,,,,,,-15.9,,-96.5,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02944,41.10724
2025-03-14 12:14:42.429,,,,,,94085.9,,,,,,,,,,,,,17.5,,104.5,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02944,41.10724
2025-03-14 12:14:42.500,,-88.0,6.5,-11.1,97807.35,,,8.4,52.0,0.0,,,,,,,8.4,,,,,,-15.1,,-95.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02944,41.10724
2025-03-14 12:14:42.514,,,,,,,,,,,,,,,,,,,17.5,,107.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02944,41.10724
2025-03-14 12:14:42.594,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02944,41.10724
2025-03-14 12:14:42.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02944,41.10724
2025-03-14 12:14:43.009,,-91.9,4.8,-12.1,98554.92,,,9.2,52.0,0.0,,,,,,,9.2,,,,,,-14.3,,-95.0,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02941,41.10725
2025-03-14 12:14:43.299,,,,,,,,,,,,,,,,,,,17.5,,108.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:43.432,,,,,,94721.27,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:43.500,,-91.4,4.5,-12.5,97751.04,,,9.8,51.0,0.0,,,,,,,9.8,,,,,,-13.0,,-91.0,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank2,29.02941,41.10725
2025-03-14 12:14:43.504,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:43.526,,,,,,,,,,,,,,,,,,,17.5,,107.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:43.615,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:44.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02941,41.10725
2025-03-14 12:14:44.008,,-92.8,4.7,-13.2,97628.16,,,8.4,51.0,0.0,,,,,,,8.4,,,,,,-13.3,,-90.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.02938,41.10727
2025-03-14 12:14:44.029,,,,,,,,,,,,,,,,,,,17.5,,107.2,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:44.435,,,,,,94984.13,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:44.499,,-91.2,6.2,-12.7,97894.4,,,9.0,50.0,0.0,,,,,,,9.0,,,,,,-13.3,,-91.9,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.02938,41.10727
2025-03-14 12:14:44.504,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02938,41.10727
2025-03-14 12:14:44.530,,,,,,,,,,,,,,,,,,,17.5,,107.3,,,1.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02936,41.10727
2025-03-14 12:14:44.569,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02936,41.10727
2025-03-14 12:14:45.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02936,41.10727
2025-03-14 12:14:45.023,,-91.3,4.4,-12.6,97587.2,,,7.9,49.0,0.0,,,,,,,7.9,,,,,,-13.2,,-91.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.02934,41.10728
2025-03-14 12:14:45.301,,,,,,,,,,,,,,,,,,,17.5,,106.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.439,,,,,,94472.46,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.501,,-89.8,5.1,-12.0,97955.84,,,9.1,48.0,0.0,,,,,,,9.1,,,,,,-14.1,,-93.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.02934,41.10728
2025-03-14 12:14:45.505,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.541,,,,,,,,,,,,,,,,,,,17.5,,105.3,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.578,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:45.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02934,41.10728
2025-03-14 12:14:46.018,,-89.0,6.4,-11.9,97689.6,,,9.6,45.0,0.0,,,,,,,9.6,,,,,,-13.6,,-91.8,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_2,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.0293,41.10727
2025-03-14 12:14:46.444,,,,,,94918.93,,,,,,,,,,,,,17.5,,104.4,,,1.1,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0293,41.10727
2025-03-14 12:14:46.500,,-88.3,6.2,-11.9,96312.39,,,10.8,68.0,0.0,,,,,,,10.8,,,,,,-14.3,,-92.1,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.0293,41.10727
2025-03-14 12:14:46.504,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0293,41.10727
2025-03-14 12:14:46.546,,,,,,,,,,,,,,,,,,,17.5,,104.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02927,41.10726
2025-03-14 12:14:46.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02927,41.10726
2025-03-14 12:14:47.021,,-87.9,6.5,-11.7,96117.67,,,7.6,104.0,0.0,,,,,,,7.6,,,,,,-15.4,,-92.7,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,64QAM,Rank3,29.02925,41.10725
2025-03-14 12:14:47.304,,,,,,,,,,,,,,,,,,,17.5,,104.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02925,41.10725
2025-03-14 12:14:47.449,,,,,,93886.06,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02925,41.10725
2025-03-14 12:14:47.500,,-88.4,6.6,-12.0,95682.56,,,11.0,103.0,0.0,,,,,,,11.0,,,,,,-14.1,,-89.6,False,False,False,False,False,False,False,False,False,False,False,,48,LEVEL_1,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,,76,,,256QAM,Rank3,29.02925,41.10725
2025-03-14 12:14:47.504,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02925,41.10725
