Time,Longitude,Latitude,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_BLER_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,Technology_Mode,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_PCI_0_3.0,NR_UE_PCI_0_13.0,NR_UE_PCI_0_23.0,NR_UE_PCI_0_30.0,NR_UE_PCI_0_38.0,NR_UE_PCI_0_40.0,NR_UE_PCI_0_48.0,NR_UE_PCI_0_59.0,NR_UE_PCI_0_68.0,NR_UE_PCI_0_76.0,NR_UE_PCI_0_278.0,NR_UE_Nbr_PCI_0_3.0,NR_UE_Nbr_PCI_0_13.0,NR_UE_Nbr_PCI_0_23.0,NR_UE_Nbr_PCI_0_30.0,NR_UE_Nbr_PCI_0_38.0,NR_UE_Nbr_PCI_0_40.0,NR_UE_Nbr_PCI_0_48.0,NR_UE_Nbr_PCI_0_59.0,NR_UE_Nbr_PCI_0_68.0,NR_UE_Nbr_PCI_0_76.0,NR_UE_Nbr_PCI_0_278.0,NR_UE_Nbr_PCI_1_13.0,NR_UE_Nbr_PCI_1_23.0,NR_UE_Nbr_PCI_1_30.0,NR_UE_Nbr_PCI_1_38.0,NR_UE_Nbr_PCI_1_40.0,NR_UE_Nbr_PCI_1_48.0,NR_UE_Nbr_PCI_1_59.0,NR_UE_Nbr_PCI_1_68.0,NR_UE_Nbr_PCI_1_76.0,NR_UE_Nbr_PCI_1_278.0,NR_UE_Nbr_PCI_2_23.0,NR_UE_Nbr_PCI_2_30.0,NR_UE_Nbr_PCI_2_40.0,NR_UE_Nbr_PCI_2_59.0,NR_UE_Nbr_PCI_2_68.0,NR_UE_Nbr_PCI_2_76.0,NR_UE_Nbr_PCI_2_278.0,NR_UE_Nbr_PCI_3_59.0,NR_UE_Nbr_PCI_3_68.0,NR_UE_Nbr_PCI_3_76.0,NR_UE_Nbr_PCI_4_76.0,NR_RRC_MsgType_ BCCH-BCH MIB,NR_RRC_MsgType_ BCCH-DL_SCH SIB1,NR_RRC_MsgType_ BCCH-DL_SCH SIB2,NR_RRC_MsgType_ DL-CCCH RRCSetup,NR_RRC_MsgType_ DL-DCCH DLInformationTransfer,NR_RRC_MsgType_ DL-DCCH RRCReconfiguration,NR_RRC_MsgType_ DL-DCCH RRCRelease,NR_RRC_MsgType_ DL-DCCH SecurityModeCommand,NR_RRC_MsgType_ DL-DCCH UECapabilityEnquiry,NR_RRC_MsgType_ UL-CCCH RRCReestablishmentRequest,NR_RRC_MsgType_ UL-CCCH RRCSetupRequest,NR_RRC_MsgType_ UL-DCCH MeasurementReport,NR_RRC_MsgType_ UL-DCCH RRCReconfigurationComplete,NR_RRC_MsgType_ UL-DCCH RRCSetupComplete,NR_RRC_MsgType_ UL-DCCH SecurityModeComplete,NR_RRC_MsgType_ UL-DCCH UECapabilityInformation,NR_RRC_MsgType_ UL-DCCH ULInformationTransfer,NR_UE_MCS_DL_0_0 (QPSK),NR_UE_MCS_DL_0_1 (QPSK),NR_UE_MCS_DL_0_10 (16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_11 (16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_12 (16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_13 (16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_14 (16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_16 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_17 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_18 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_19 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_2 (QPSK),NR_UE_MCS_DL_0_20 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_21 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_22 (64QAM OR 256QAM / Low SE -16QAM),NR_UE_MCS_DL_0_23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),NR_UE_MCS_DL_0_24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),NR_UE_MCS_DL_0_25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),NR_UE_MCS_DL_0_26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),NR_UE_MCS_DL_0_27 (64QAM OR 256QAM / Low SE -64QAM),NR_UE_MCS_DL_0_28 (64QAM / Low SE -64QAM),NR_UE_MCS_DL_0_3 (QPSK OR 16QAM / Low SE -QPSK),NR_UE_MCS_DL_0_4 (QPSK OR 16QAM / Low SE -QPSK),NR_UE_MCS_DL_0_5 (QPSK OR 16QAM / Low SE -QPSK),NR_UE_MCS_DL_0_6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),NR_UE_MCS_DL_0_9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),NR_UE_RI_DL_0_Rank1,NR_UE_RI_DL_0_Rank2,NR_UE_RI_DL_0_Rank3,NR_UE_RI_DL_0_Rank4,NR_UE_CCE_AggregationLev_0_LEVEL_1,NR_UE_CCE_AggregationLev_0_LEVEL_16,NR_UE_CCE_AggregationLev_0_LEVEL_2,NR_UE_CCE_AggregationLev_0_LEVEL_4,NR_UE_CCE_AggregationLev_0_LEVEL_8,Message,Technology_Mode
2025-03-14 12:17:06,29.02,41.10440347826086,-70.10525164565321,-10.65625554569654,15.68727430304781,2.381290322580645,89.97735085945399,87618.28333162387,91985.01506054439,1.5071789686552073,0.0,1.5071789686552073,26.243680485338725,17.5,1.0070967741935475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.4487711768226,-103.10409829867675,-93.64803154960224,-120.6,-116.8,-19.96089432739729,-27.46050661625709,-17.15196845039777,-19.1,-15.8,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11149,5GSA
2025-03-14 12:17:07,29.01999041666667,41.10443916666666,-74.30967970521542,-10.557001133786848,16.138392857142858,2.426774193548387,94.04109219269102,95761.34589861505,87816.43313164305,6.719631321520856,0.0,6.719631321520856,26.86141103728313,17.5,1.9622580645161278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.15034013605442,-103.05132325141777,-93.65618073026451,-120.59999999999998,-116.80000000000001,-22.975269274376416,-27.38374291115312,-17.143819269735502,-19.1,-15.800000000000002,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11221,5GSA
2025-03-14 12:17:08,29.01997861111111,41.10448388888889,-74.98242894056847,-10.567381875230712,20.922139165743815,2.473225806451613,93.31850083056479,97512.1956046204,89872.54801153432,2.28610188261351,0.0,2.28610188261351,24.799926172019198,17.5,2.93774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.54306939830195,-102.99742533081286,-93.66450329774938,-120.59999999999998,-116.80000000000001,-22.513482834994463,-27.30534593572779,-17.13549670225063,-19.1,-15.800000000000002,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11293,5GSA
2025-03-14 12:17:09,29.019958289473685,41.10453539473684,-74.48484802121584,-10.421177070583434,23.062440840473275,2.520967741935484,94.93100673194614,95939.357092579,94666.79103769879,3.9006415748674015,0.0,3.9006415748674015,25.254957160342716,17.5,3.94032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.14941044471645,-102.9420302457467,-93.67305704766439,-120.60000000000001,-116.8,-21.878317013463892,-27.224771266540643,-17.126942952335625,-19.1,-15.799999999999999,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11369,5GSA
2025-03-14 12:17:10,29.019940000000002,41.10459,-79.49454966329967,-10.590513468013468,19.25029882154882,2.5687096774193545,99.21032029478458,97684.34420442315,94371.32729602879,8.68125356125356,0.0,8.68125356125356,31.718803418803418,17.5,4.94290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.39444865319865,-102.88663516068054,-93.68161079757938,-120.59999999999998,-116.80000000000001,-23.06183080808081,-27.144196597353496,-17.118389202420616,-19.1,-15.800000000000002,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11441,5GSA
2025-03-14 12:17:11,29.01994,41.104654499999995,-84.96344696969697,-10.794829545454546,18.219078282828285,2.6177419354838714,104.05229128014841,97623.69736333429,86326.45059545954,8.834038461538462,0.0,8.834038461538462,37.488701923076924,17.5,5.972580645161289,0.12886363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.665523989899,-102.82974291115313,-93.69039572992452,-120.6,-116.8,-25.715991161616166,-27.061444234404537,-17.109604270075476,-19.1,-15.8,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,11521,5GSA
2025-03-14 12:17:12,29.01993,41.10471557142857,-87.17060606060606,-10.879383116883117,16.840404040404042,2.6661290322580644,106.2824025974026,97574.56567776843,95729.08490875129,10.240584415584415,0.0,10.240584415584415,44.399025974025975,17.5,6.988709677419354,0.4698701298701299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.42980158730158,-102.77359924385632,-93.6990650710546,-120.6,-116.8,-28.135853174603177,-26.979780718336485,-17.100934928945403,-19.1,-15.8,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,11591,5GSA
2025-03-14 12:17:13,29.019920281690137,41.10476915492958,-90.08860435339308,-11.057650448143406,10.1651728553137,2.7116129032258067,109.29466247803948,96495.69020251028,101360.1474527877,11.234192895214841,0.0,11.234192895214841,99.48581127356103,17.5,7.943870967741934,0.9669832951195546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.21805555555555,-102.72082419659735,-93.70721425171688,-120.60000000000001,-116.79999999999998,-23.009027777777778,-26.903017013232514,-17.09278574828313,-19.1,-15.799999999999999,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11662,5GSA
2025-03-14 12:17:14,29.01990855263158,41.104833552631575,-92.21519138755981,-11.183433014354065,6.791716507177033,2.7590322580645164,112.11712751752532,96372.97810201102,92540.85649277188,6.023648742628241,0.0,6.023648742628241,142.58532463558473,17.50897129186603,8.939677419354837,5.424624457549794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.62648358585858,-102.6658034026465,-93.71571020602434,-120.60000000000001,-116.8,-17.39380399388623,-26.822986767485823,-17.084289793975657,-19.1,-15.799999999999999,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11738,5GSA
2025-03-14 12:17:15,29.019890399999998,41.1048888,-95.15438383838384,-12.86932756132756,2.851441558441558,2.8077419354838713,115.06563636363637,96306.42252684607,93563.4578066749,6.184962481962482,0.0,6.184962481962482,142.92327561327562,17.884877344877346,9.962580645161289,8.083001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.82322943722943,-102.60928544423442,-93.72443734276196,-120.6,-116.8,-13.260660894660894,-26.740778827977316,-17.075562657238052,-19.1,-15.8,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11813,5GSA
2025-03-14 12:17:16,29.019849999999998,41.10495591549296,-98.6562779779452,-15.066233057258279,0.6759159608815685,2.8548387096774195,117.3919688342823,96652.2993743893,93338.55131671402,7.254564322874183,0.0,7.254564322874183,139.59860061268512,18.251921457824967,10.951612903225806,9.345980849636828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.0487623414908,-102.55463894139886,-93.73287550146189,-120.60000000000001,-116.79999999999998,-12.052607115561587,-26.661293005671077,-17.067124498538114,-19.1,-15.799999999999999,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11884,5GSA
2025-03-14 12:17:17,29.019846111111114,41.10501583333334,-98.62727713178295,-15.109286175710594,-0.42682493540051675,2.900967741935484,118.0468085106383,96467.66512769338,93259.27273517489,18.119275525525527,0.0,18.119275525525527,125.8198112885613,18.221054964539007,11.92032258064516,11.525110815602837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.08414082687338,-102.50111531190926,-93.74114027333923,-120.59999999999998,-116.80000000000001,-11.724806201550388,-26.5834404536862,-17.058859726660774,-19.1,-15.800000000000002,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11956,5GSA
2025-03-14 12:17:18,29.01982,41.10507,-98.91092768497289,-15.31077519379845,-3.147112494085963,2.9470967741935485,117.25836785418393,95775.40902865396,93455.6695428199,16.40640509725017,0.12340710932260227,16.40640509725017,145.24643314432046,19.126014913007456,12.889032258064514,9.98125517812759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.53508679986898,-102.44759168241966,-93.74940504521658,-120.60000000000001,-116.79999999999998,-11.517128871419732,-26.505587901701325,-17.05059495478344,-19.1,-15.799999999999999,5GSA,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,12027,5GSA
2025-03-14 12:17:19,29.019819999999996,41.10511886363636,-95.10497646923783,-12.943292011019283,-0.9864818640955004,2.9960780905779187,118.69552139037432,80853.4000161359,86987.85308176509,9.440725846123572,2.987726288862653,9.440725846123572,134.96517119244393,19.017647058823528,13.729484307730702,5.671089572192513,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,-98.9505785123967,-102.38807939508507,-93.75859454681445,-120.6,-116.8,-17.04568124426079,-26.419024574669187,-17.04140545318556,-19.1,-15.8,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,12115,5GSA
2025-03-14 12:17:20,29.019844675324677,41.10516103896104,-91.79963963098211,-11.08075698086269,10.456533318689766,3.032733224222586,110.97343702808818,95872.50430741109,82207.85996239822,8.240120397572829,2.261758326240356,8.240120397572829,69.79971719612313,17.564285714285713,13.148936170212766,1.4512987012987013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.77421954366986,-102.3263213610586,-93.76813082205753,-120.59999999999998,-116.80000000000001,-18.948655308750446,-26.32919470699433,-17.031869177942475,-19.1,-15.800000000000002,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,12192,5GSA
2025-03-14 12:17:21,29.019886285714286,41.10521628571429,-89.92999288087329,-10.78830090175605,12.336644518272426,3.062806873977087,108.41677028951115,95981.22597425585,97021.08888600093,4.963172757475083,0.5023255813953488,4.963172757475083,89.77225913621263,17.5,12.367021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.38052918841956,-102.27130056710776,-93.776626776365,-120.6,-116.8,-21.50232795443759,-26.249164461247638,-17.023373223635005,-19.1,-15.8,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12262,5GSA
2025-03-14 12:17:22,29.019914084507043,41.10526816901409,-88.54453996707518,-10.624657033107736,14.457618437900129,3.0916530278232406,106.78938631790744,95870.37648908228,104724.52913910906,8.517061459667094,0.0,8.517061459667094,82.67797695262485,17.5,11.617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.35144916863939,-102.21852551984877,-93.78477595702726,-120.60000000000001,-116.79999999999998,-30.012833946629183,-26.17240075614367,-17.015224042972736,-19.1,-15.799999999999999,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12333,5GSA
2025-03-14 12:17:23,29.019944473684212,41.10532078947369,-86.94713502158945,-10.499714085657603,16.81080639514529,3.1217266775777417,105.74443998716303,95451.6025611317,91998.42792855238,9.733820311588284,0.0,9.733820311588284,80.40738417551638,17.5,10.835106382978724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.62475780409041,-102.16350472589792,-93.79327191133474,-120.60000000000001,-116.8,-26.681108719052745,-26.092370510396975,-17.006728088665263,-19.1,-15.799999999999999,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12409,5GSA
2025-03-14 12:17:24,29.019980555555556,41.10538,-86.68676783074649,-10.575933111603844,16.88464754249815,3.152004909983633,105.04490660085173,95893.61703092312,93062.71163745454,11.564242160278745,0.0,11.564242160278745,77.61769260549748,17.5,10.047872340425533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.95565123789021,-102.10810964083176,-93.80182566124975,-120.59999999999998,-116.80000000000001,-26.290796555435954,-26.011795841209832,-16.998174338750257,-19.1,-15.800000000000002,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12481,5GSA
2025-03-14 12:17:25,29.020019722222223,41.10542958333333,-85.22798487928061,-10.54644154964277,20.717486603843312,3.1814648117839606,103.21432442895858,96251.51926552315,92538.5198641796,4.743373015873016,0.0,4.743373015873016,74.36428571428571,17.5,9.28191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.30462863293864,-102.05421172022685,-93.81014822873462,-120.59999999999998,-116.80000000000001,-25.91103336921421,-25.933398865784497,-16.989851771265386,-19.1,-15.800000000000002,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12553,5GSA
2025-03-14 12:17:26,29.02006,41.10548,-82.95792986288072,-10.448771993690087,22.991454920519356,3.2099018003273323,101.39879064687905,95498.35530820329,92780.13901021532,7.881485595279417,0.0,7.881485595279417,63.10433877125998,17.5,8.542553191489361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.6762109795479,-102.0021852551985,-93.81818181818183,-120.6,-116.8,-25.544456404736273,-25.857724007561437,-16.98181818181818,-19.1,-15.800000000000002,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,12620,5GSA
2025-03-14 12:17:27,29.020099999999996,41.105510384615386,-81.15615185847744,-10.425428344265555,23.813353210097397,3.2395662847790505,99.41232924052692,95198.94551103644,92757.58043541716,11.705191148214404,0.0,11.705191148214404,60.04399390445902,17.5,7.7712765957446805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.02066738428418,-101.94791304347827,-93.82656218127423,-120.6,-116.8,-25.16205597416577,-25.778782608695654,-16.973437818725778,-19.1,-15.8,5GSA,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,12698,5GSA
