Longitude,Latitude
29.020120000000002,41.10779
29.02403,41.10776
29.01594,41.1049
29.03115,41.09979
29.01982,41.10509
29.023710000000005,41.10767
29.01711,41.10353
29.02733,41.1079
29.02517,41.09899
29.02276,41.0995
29.024160000000002,41.104859999999995
29.02743,41.10795
29.02271,41.10597
29.02367,41.09937
29.024850000000004,41.107899999999994
29.028090000000002,41.10635
29.024635,41.10789
29.02949,41.10723
29.02491,41.10499
29.026589999999995,41.10554
29.02332,41.1076
29.0264,41.1068
29.02128,41.10452
29.019116666666665,41.10126
29.030769999999997,41.09973
29.024970000000003,41.09895
29.026180000000004,41.107780000000005
29.02156,41.10707
29.02123,41.10798
29.01949,41.107625
29.02917,41.09964
29.01993,41.10775
29.03115,41.09979
29.01722,41.1034
29.025581785714284,41.10508035714287
29.0211,41.10063
29.01538,41.10592
29.02118,41.10585
29.02864,41.09978
29.02178,41.10009
29.01673,41.10696
29.02909,41.10798
29.02452,41.10785
29.01864,41.10736
29.02288,41.1047
29.02657,41.10525
29.01772,41.10255
29.02252,41.10671
29.02561,41.10778
29.01536,41.10562
29.02848666666667,41.10808333333333
29.027920000000005,41.10623
29.02909,41.10735
29.02778,41.10612
29.022579999999994,41.10466
29.02035,41.10783
29.02657,41.10525
29.01717,41.1071
29.02828,41.09988
29.0215,41.10693
29.01792,41.10727
29.023039999999998,41.09938
29.02004,41.10545
29.0231,41.10475
29.021750000000004,41.107330000000005
29.02087,41.1079
29.02066,41.10573
29.02159,41.10712
29.025819999999996,41.1078
29.02964,41.09951
29.02164,41.104549999999996
29.02949,41.10723
29.02766,41.10657
29.02216,41.10767
29.01895,41.107420000000005
29.02167,41.10018
29.01572,41.10634
29.02213,41.10766
29.029130000000002,41.107760000000006
29.023839999999996,41.10479
29.02302999999999,41.104710000000004
29.03045,41.09967
29.025989999999997,41.1078
29.016370000000002,41.104434999999995
29.027209999999997,41.10790999999998
29.02473,41.10784
29.02012,41.10779
29.01892,41.1074
29.02314,41.10472
29.02575,41.09891
29.01836,41.10169
29.02143,41.1003
29.02436,41.107845
29.019259999999992,41.101220000000005
29.017815,41.1024075
29.02677,41.10522
29.02739,41.10795
29.01538,41.10592
29.015509999999992,41.106149999999985
29.02339,41.1076
29.02758,41.10687
29.01930000000001,41.10756999999998
29.01864,41.10736
29.02107,41.1045
29.020065000000002,41.10436
29.0275,41.10533
29.03017,41.09959
29.02188,41.10001
29.02796,41.10634
29.02781,41.106139999999996
29.022342,41.107672
29.01963,41.10113
29.01536,41.1059
29.023427096774185,41.09940000000002
29.01745,41.10305
29.017625000000002,41.1027
29.02828,41.10649
29.02949,41.10723
29.0306,41.099795
29.02523,41.10782
29.0229225,41.105
29.02934,41.10728
29.02188,41.10747
29.02041,41.10565
29.01606,41.1066
29.02661,41.10538
29.02608,41.10784
29.027559999999998,41.10696000000001
29.023,41.10471
29.027419999999996,41.10751
29.024649999999998,41.1049
29.024150000000002,41.10779
29.02091,41.10792
29.02497,41.105
29.02911,41.10783
29.02158,41.10651333333333
29.02042,41.10441
29.02779,41.1059
29.01819,41.10731
29.02408,41.10777
29.02201,41.1076
29.02359,41.10475
29.023249999999994,41.10474
29.02949,41.10723
29.020723333333336,41.10787333333334
29.01545,41.10608
29.024949999999997,41.107839999999996
29.02197,41.09996
29.02941,41.09953
29.02232,41.10461
29.0207,41.10574
29.02658,41.10563
29.03116,41.09983
29.02507,41.10784
29.02301,41.104785
29.02193,41.10456
29.02274,41.10572
29.026589999999988,41.105540000000005
29.02152,41.10691
29.02556,41.10787
29.02146,41.10028
29.02664,41.10791
29.02673,41.09923
29.0206,41.10786
29.02252,41.106696666666664
29.02279,41.10553
29.02809,41.09989
29.02557,41.09895
29.02257,41.10648
29.02529,41.09896
29.02155,41.106645
29.015339999999995,41.10568
29.0201,41.10551
29.025179999999995,41.10783
29.02616,41.10781
29.025640000000003,41.09895000000001
29.01572,41.10513
29.02344,41.10761
29.01792,41.10727
29.02873,41.10684
29.0269115625,41.1052403125
29.01534,41.10579
29.0263,41.1052
29.02808,41.10804
29.01711,41.10353
29.024865,41.10783
29.02553,41.105070000000005
29.02172,41.10019
29.01561,41.10626
29.01926,41.10122
29.02392,41.09931
29.02656,41.10578
29.02945,41.09951
29.023410000000002,41.10761
29.02644,41.1063
29.02332,41.10759
29.0291,41.10785
29.022630000000003,41.10623
29.02524,41.10782
29.02611,41.10781
29.01722,41.10712
29.02143,41.1003
29.02302,41.10478
29.02759,41.09976
29.02045,41.10092
29.02119,41.10058
29.02583,41.10508
29.02713,41.10527
29.02859,41.10807
29.02135,41.10049
29.02617,41.1078
29.025420000000015,41.105059999999995
29.0245116,41.1048804
29.02614,41.10786
29.027631666666665,41.10666333333334
29.027299999999993,41.10790999999998
29.01775,41.10251
29.02161,41.10028
29.03108,41.09978
29.01985,41.10517
29.02452,41.10785
29.02227,41.09981
29.02452,41.10494
29.030109999999997,41.09958
29.01841,41.10166
29.022949999999998,41.10753
29.02644999999999,41.106350000000006
29.02636,41.10522
29.03032,41.09972
29.022839999999995,41.10533
29.02433,41.0992
29.02828,41.10659
29.023839999999996,41.1077
29.02645,41.10633
29.028730000000003,41.106840000000005
29.01757,41.10283
29.02493,41.09902999999999
29.026169999999997,41.1078
29.023080000000004,41.10475666666667
29.02936,41.09954
29.02233,41.09978
29.02848,41.10665
29.02128,41.10589
29.02754,41.10798
29.026251666666667,41.10514033333331
29.02507,41.10502
29.01606,41.10478
29.01758999999999,41.1028
29.02063,41.10786
29.0248,41.10492
29.0156,41.10525
29.02143,41.10031
29.02543,41.10782
29.01657,41.10689
29.02637,41.10693
29.02572,41.1078
29.02782,41.10627
29.022853333333334,41.10469333333333
29.02376,41.10768
29.02287,41.10521
29.02131,41.10051
29.02273,41.10741
29.02105,41.10066
29.01708,41.10355
29.02949,41.10723
29.020765,41.10446
29.025379999999995,41.09888999999999
29.02578,41.10511
29.028639999999996,41.106897499999995
29.02773,41.10552
29.026349999999997,41.107829999999986
29.02659999999999,41.10549000000001
29.0193875,41.10761
29.02754,41.10705
29.019460000000002,41.107614999999996
29.02649,41.105180000000004
29.01554,41.10531
29.02418,41.10483
29.02472,41.09909
29.028939999999995,41.10714
29.029139999999998,41.107469999999985
29.02192,41.09999
29.02269,41.10601
29.019569999999998,41.10115
29.02003,41.10437
29.022820000000003,41.10539999999999
29.02334,41.0994
29.01648,41.10432000000001
29.02419,41.10486
29.02288,41.10518
29.02677,41.10522
29.022755000000004,41.107522499999995
29.02712,41.09943
29.02983,41.09955
29.021781666666666,41.108019444444444
29.027670000000004,41.1065
29.02732,41.10529
29.019940000000002,41.10465
29.02737,41.10779000000001
29.03094,41.09985
29.01554,41.10531
29.02502,41.10496
29.023389999999996,41.1076
29.025831666666672,41.10508033333335
29.02096,41.107932500000004
29.02142,41.10801
29.02074,41.10446
29.02058999999999,41.104429999999994
29.026460000000007,41.106199999999994
29.03117,41.09981
29.0205,41.10442
29.02237,41.10788
29.027789999999996,41.10627
29.02119,41.10058
29.02296,41.10488
29.022860000000005,41.10524000000001
29.02511,41.10783
29.015429999999995,41.106019999999994
29.02735,41.1078875
29.021910000000002,41.10748
29.020069999999993,41.10778
29.02258,41.10725000000001
29.0194,41.10119
29.01648,41.10432000000001
29.01545,41.10608
29.02549,41.10781
29.02371222222223,41.104760370370364
29.02622,41.107580000000006
29.02265,41.10771
29.01703,41.10706
29.02732,41.1079
29.01586,41.10644
29.028900000000007,41.108050000000006
29.020865,41.10074
29.017855,41.1023375
29.02809,41.10643
29.02436333333333,41.10490333333333
29.02272,41.10585
29.016995,41.103655
29.01845,41.10162
29.02742,41.0996
29.02764,41.10542
29.024499999999996,41.107870000000005
29.01709,41.10354
29.019847142857138,41.10772285714285
29.02728,41.10794
29.0263,41.10721
29.02638,41.10687
29.0185,41.10159
29.02749,41.10724
29.01913,41.10752
29.01932,41.10758
29.022319999999997,41.10461
29.02281,41.10547
29.02049999999999,41.10442
29.02569000000001,41.10786000000001
29.02794,41.10804
29.02152,41.10688
29.0199,41.10486
29.02247,41.10782
29.020040000000005,41.10436
29.0232,41.09943
29.024344999999997,41.1078325
29.02153,41.1067
29.02182,41.10455
29.01903,41.10748
29.0262675,41.10733749999999
29.021489999999996,41.100359999999995
29.01718,41.10343
29.02114,41.10584
29.01984,41.10772
29.02649,41.10518
29.02118,41.10059
29.0215,41.10693
29.02464,41.09911
29.01544,41.10545
29.025444999999998,41.10781
29.0154,41.10549999999997
29.02907,41.10732
29.0273,41.10791
29.02911,41.1079
29.01896,41.101295
29.02167,41.10723
29.024925000000003,41.1049925
29.029379999999996,41.10727
29.020339999999994,41.105619999999995
29.026319999999984,41.10788000000001
29.021380000000004,41.10453
29.01619,41.10668
29.01815,41.10194
29.02292,41.1047
29.0248,41.10492
29.0219,41.10456
29.02661,41.10528
29.02273,41.10468
29.022750909090902,41.10764954545455
29.02854,41.10807
29.01572,41.10513
29.02958,41.09954
29.02105,41.104500000000016
29.02697,41.09927
29.02171,41.10015
29.01992,41.10528
29.02781,41.10571
29.02283,41.10536
29.02944,41.10724
29.02914,41.10747
29.02457,41.10786
29.02328,41.10474
29.02758,41.10687
29.02597178571429,41.10514035714284
29.0236,41.09927
29.02007,41.10778
29.0176,41.10274
29.02556,41.10504
29.02265899999999,41.10756033333332
29.02959,41.0995
29.02642,41.1067
29.01739999999999,41.10313999999999
29.02309,41.10472
29.02866,41.09983
29.02601,41.09894
29.03082,41.09974
29.020660000000003,41.10573
29.02480375,41.10498
29.01534,41.10579
29.024,41.1048
29.02143,41.1003
29.02151,41.10802
29.02627,41.10733
29.02755,41.10701
29.016269999999995,41.104530000000004
29.01805,41.10207
29.02128,41.10799
29.026110000000003,41.107830000000014
29.02864,41.10807
29.02321,41.10756
29.01569,41.10632
29.02529,41.10782
29.02123,41.10056
29.01931,41.10121
29.02161,41.10622
29.02656,41.10578
29.02256,41.10651
29.021719999999995,41.10019
29.02258,41.10466
29.026204999999997,41.107655
29.02299,41.1048
29.02497,41.10789
29.02088,41.10448
29.01818,41.1019
29.0266,41.10542
29.0248,41.09907
29.02154,41.10703
29.01993,41.10106
29.03077,41.09973
29.02153,41.10672
29.016989999999996,41.10366
29.031,41.09985
29.01594,41.1065
29.02771,41.10636
29.02237,41.10788
29.015719999999998,41.10512999999998
29.02154,41.10669
29.02181,41.10007
29.02781,41.10574
29.0275,41.10533
29.01639,41.10442
29.02732,41.10789
29.01659,41.104205
29.02138,41.10453
29.0262,41.10767
29.02901,41.10722
29.0176,41.10277
29.01944,41.10118
29.02659,41.09918
29.019525,41.10115
29.022543076923075,41.104650769230766
29.02135,41.10591999999999
29.03086,41.09974
29.02661,41.10786
29.02014,41.10554
29.02758,41.10538
29.026360000000004,41.10697
29.0232,41.09942999999999
29.02732,41.09951
29.0263,41.10721
29.02251,41.10682
29.02416,41.10486
29.02777,41.10558
29.028075,41.10642
29.02989,41.09956
29.03112,41.09978
29.02608,41.10512
29.02507,41.10784
29.028970000000005,41.10703
29.02467,41.10787
29.03116,41.09979
29.02771,41.10549
29.024415,41.099115
29.02705,41.10526
29.02004,41.10436
29.02265,41.10465999999999
29.0274,41.09961666666666
29.02265,41.10466
29.024,41.1048
29.01878,41.10737
29.02737,41.09956
29.02143,41.1003
29.0273,41.09955
29.02231,41.10768
29.02272,41.10753
29.02313,41.10755
29.02764,41.10663
29.02285,41.10528
29.03117,41.09979
29.02848,41.10677
29.02727,41.10791
29.02295,41.1049
29.01567,41.105180000000004
29.023840000000003,41.10770000000001
29.02544,41.10787
29.01704,41.1036
29.0205025,41.105677500000006
29.02292,41.10749
29.024620000000006,41.10785999999999
29.0226,41.10759
29.02557,41.10781
29.024198260869554,41.10781913043476
29.02917,41.09964
29.02303,41.10754
29.02282,41.10761
29.02569,41.10786
29.02226,41.10769
29.02659,41.10526
29.02264,41.10619
29.02662,41.10534
29.02155,41.10454
29.02255,41.10718
29.02271,41.10588
29.02764,41.0998
29.02246,41.0997
29.025319999999997,41.09889666666667
29.017789999999998,41.107240000000004
29.018970000000003,41.10742
29.026190000000003,41.10771999999999
29.0236,41.09927
29.02428999999999,41.107830000000014
29.0227,41.10591
29.022573333333337,41.10646666666667
29.0203,41.10561
29.01567,41.1063
29.015830000000005,41.10642
29.02024,41.10438
29.02949,41.107229999999994
29.02266,41.10756
29.02433,41.10486
29.02158,41.10023
29.02742,41.09963
29.01658,41.10422
29.02779,41.10627
29.01972,41.10111
29.02732,41.09951
29.02439,41.099185
29.02175,41.10011
29.02414,41.10482
29.02265,41.10735
29.02915,41.10759
29.01726,41.10713
29.029250000000008,41.10725000000001
29.028360000000003,41.10655
29.02423,41.10487
29.02769,41.10645
29.02734999999999,41.10789
29.02736,41.09959
29.01653,41.10686999999999
29.02167,41.10455
29.01687,41.10383
29.02777,41.10558
29.02895,41.10805000000001
29.017170000000004,41.1071
29.025735,41.09896
29.01874,41.10736
29.02241,41.10463
29.02316,41.10755
29.02211,41.09987
29.017680000000006,41.10263000000001
29.01577,41.10638
29.03068,41.09981
29.019940000000005,41.10465
29.01552,41.105349999999994
29.02628,41.10726
29.02677,41.10522
29.02241,41.10765
29.02507,41.10784
29.02732,41.10529
29.02911,41.10781
29.02936,41.09954
29.019,41.10745
29.028270000000003,41.10803
29.01811,41.10199
29.027230000000003,41.1079375
29.0291,41.10787
29.016950000000005,41.10370999999999
29.02646,41.10524
29.019975000000002,41.105365
29.02625,41.10514
29.023719999999997,41.10476166666667
29.02907,41.0997
29.01718,41.10343
29.02145,41.10029
29.02662,41.1053
29.016334999999998,41.106775
29.02037,41.10564
29.02949,41.10723
29.0236,41.10765
29.026550000000007,41.10582999999999
29.02189,41.10748
29.01934,41.1012
29.02191,41.10748
29.024469999999997,41.10494
29.024510000000003,41.10488
29.01747,41.10303
29.02339,41.10474
29.022589999999997,41.10641
29.02895,41.10805
29.02116,41.10061
29.02443,41.10785
29.02298,41.10753
29.02142,41.10801
29.02164,41.10719
29.02632,41.10788
29.02234,41.1079
29.02156,41.10024
29.02207,41.10457
29.02002,41.10438
29.021139999999995,41.10583999999999
29.02042000000001,41.107829999999986
29.029306666666667,41.09957
29.016790000000004,41.10699
29.026398,41.106807999999994
29.02721,41.10790999999999
29.02616,41.10780999999999
29.02178,41.10009
29.02154,41.10605
29.02856,41.10683
29.01925,41.10756
29.02185999999999,41.10744
29.02334,41.0994
29.02645,41.10633
29.01705,41.10358
29.02155,41.10031
29.01985,41.10495
29.02248,41.10763
29.01622,41.10457
29.02154,41.10033
29.02858,41.10673
29.02193,41.10456
29.01679,41.10699
29.022475,41.1078175
29.02447,41.10494
29.0277,41.09982
29.01683,41.10388
29.02293,41.0995
29.02831,41.10651666666667
29.027489999999997,41.10724000000001
29.02167,41.10803
29.02335,41.10474
29.027140000000003,41.10790999999999
29.02589,41.10785
29.022550000000006,41.107179999999985
29.028540000000007,41.10807
29.0221,41.10765
29.02317000000001,41.10473000000001
29.01546,41.1061
29.01534,41.10579
29.026659999999996,41.0992
29.0266,41.10544
29.02418,41.10483
29.026620000000005,41.105340000000005
29.0284,41.10806
29.02166,41.10721
29.02407,41.10778
29.01708,41.10355
29.02508,41.10788
29.02138,41.10453
29.0154,41.10596000000002
29.025214999999996,41.0989825
29.02188,41.10747
29.019279999999995,41.10757
29.02858,41.10673
29.02797,41.09994
29.030695,41.09972
29.01662,41.10416
29.02132,41.1059
29.029432500000002,41.10724
29.02318,41.10756
29.02298,41.10753
29.028450000000003,41.106739999999995
29.03028,41.09970666666667
29.02304,41.09938
29.02949,41.10723
29.016492500000002,41.106855
29.0231,41.10753
29.0263,41.1052
29.0244375,41.1078575
29.02022,41.10437
29.02779,41.10593
29.03056,41.0997
29.02409,41.10481
29.0292775,41.1072625
29.022,41.108
29.02227,41.10794
29.02634,41.10516
29.015713333333334,41.10514
29.01648,41.10685
29.02265,41.10616
29.024319999999996,41.10488999999999
29.02604,41.10782
29.01619,41.10668
29.02151,41.106030000000004
29.017680000000006,41.10263000000001
29.02777,41.10558
29.018926000000004,41.107403999999995
29.023039999999998,41.09938
29.02646,41.10637
29.01536,41.1059
29.0171275,41.103494999999995
29.02277,41.10468
29.02155,41.10031
29.026460000000004,41.10524000000001
29.02009,41.10435
29.027729999999995,41.10629
29.027529999999988,41.10534000000001
29.02036,41.10439
29.02189,41.107479999999995
29.028630000000003,41.10689
29.019920000000003,41.10528
29.025779999999997,41.098913333333336
29.02259,41.10641
29.02766,41.108
29.027025000000002,41.09937
29.02426,41.10782
29.021877500000002,41.10801
29.02336,41.10759
29.02909,41.10735
29.01545,41.10608
29.01972,41.10111
29.026559166666672,41.105802499999996
29.0211,41.10063
29.022,41.10758
29.02316,41.10755
29.02336,41.10761
29.01536,41.10588
29.02911,41.1079
29.024959999999993,41.10495000000001
29.02147,41.10027
29.02039,41.1044
29.02188,41.10456
29.022,41.10758
29.01825,41.10181
29.028080000000003,41.10804000000001
29.02327,41.10757
29.01536,41.1059
29.03116,41.09983
29.02573,41.10511
29.01845,41.10162
29.02821,41.10802
29.01706,41.10357
29.01786,41.10233
29.02895,41.10805
29.02754,41.10798
29.02495,41.10784
29.02693,41.09932
29.02289,41.10511
29.02377,41.107690000000005
29.01563,41.10522
29.02614,41.10512
29.02749,41.10724
29.01543,41.10602
29.02791,41.1063
29.022460000000002,41.107635
29.02288,41.1047
29.01897,41.10742
29.021425,41.10453
29.02914,41.10771
29.02742,41.09963
29.017875000000004,41.1023075
29.02613,41.10783
29.01790000000001,41.10227000000001
29.02623,41.09906
29.022763333333334,41.10565
29.02735,41.10789
29.02598,41.09899
29.02149,41.10601
29.01606,41.10478
29.022399999999994,41.09974000000001
29.02635,41.10703
29.02616,41.1078
29.021083125000004,41.107960625000004
29.02566,41.0989
29.02018,41.10436
29.03107,41.09985
29.0283,41.10651
29.02793999999999,41.10804000000001
29.027103333333333,41.10527
29.0268,41.09926
29.02158,41.10652
29.026390000000003,41.10523
29.02276,41.10566
29.02659,41.10526
29.01915,41.10753
29.01915000000001,41.107530000000004
29.02157,41.1003
29.028050000000004,41.10631999999999
29.023590000000002,41.10764
29.0263,41.10515
29.027579999999993,41.10537999999999
29.02934,41.09959
29.02624,41.10746
29.01983181818182,41.10503727272728
29.02033,41.1056175
29.02624,41.10746
29.02429,41.10783
29.023389999999996,41.10475
29.018242499999996,41.1018225
29.02737,41.10782
29.02906,41.1073
29.024595,41.09907
29.02259045454546,41.106408181818175
29.021510000000006,41.10802
29.0221,41.10457
29.02646,41.09905
29.022319999999997,41.10791
29.02718,41.10528
29.02049999999999,41.10442
29.02014,41.10554
29.02754,41.10798
29.02657,41.10569
29.01806,41.107290000000006
29.01534,41.10581
29.016815,41.107
29.025265,41.10504
29.027320000000007,41.107899999999994
29.02143,41.10031
29.02026,41.10558999999999
29.02610000000001,41.09902000000003
29.02335,41.10474
29.026170000000004,41.1078
29.01702,41.10363
29.015582000000002,41.106241999999995
29.02753,41.10534
29.02108,41.10796
29.02253,41.09967
29.027659999999997,41.10543999999999
29.030695,41.09972
29.02283,41.105360000000005
29.02286,41.09952
29.020790000000005,41.10446
29.026150000000012,41.10782
29.015365000000003,41.105575
29.0215,41.10696
29.02219,41.10768
29.02538,41.09889
29.028896666666668,41.10697999999999
29.0289775,41.107037500000004
29.018990000000006,41.10744
29.02914,41.10767
29.02255,41.10659
29.01594,41.1065
29.026439999999997,41.1063
29.021915,41.108005
29.02203,41.108
29.026269999999997,41.1052
29.02658,41.10563
29.02767,41.1065
29.022039999999986,41.10456999999999
29.02543,41.10782
29.02296,41.10486
29.02031,41.10782
29.02601,41.09894
29.02643,41.10663
29.02152,41.10689
29.01534,41.10577
29.02445,41.10786000000001
29.02507,41.10502
29.02657,41.10572
29.01889,41.10134
29.02379,41.1077
29.02359,41.10765
29.02794,41.108039999999995
29.0252,41.10786
29.020331578947374,41.104389999999995
29.02133,41.108
29.02654,41.10519
29.02059,41.10443
29.021509999999996,41.106853333333326
29.02721,41.09942
29.02643,41.10659
29.02055,41.10443
29.02627,41.10733
29.0264675,41.10524
29.025909999999996,41.10781999999999
29.02523,41.09898
29.02171,41.10015
29.02614,41.10512
29.02949,41.107229999999994
29.02846,41.10809
29.02435,41.1049
29.02639,41.10789
29.0224,41.09974
29.02511,41.10783
29.01561,41.10626
29.021510000000006,41.10679000000001
29.02529,41.09896
29.01684,41.10701
29.027360000000005,41.107859999999995
29.02667,41.10786
29.02411,41.09919
29.02601,41.10782
29.02274,41.10753
29.026169999999997,41.1078
29.023535,41.1076375
29.02379,41.10479
29.02888,41.10697
29.02914,41.10766999999999
29.023839999999993,41.10770000000001
29.01543,41.10602
29.019719302325583,41.10111023255814
29.02377,41.09925
29.020323333333334,41.10782333333333
29.0192,41.10754
29.02949,41.10723
29.02584,41.09892
29.015380000000004,41.10592
29.02607,41.10516
29.025359999999996,41.10782
29.02188,41.10001
29.02182000000001,41.100110000000015
29.01747,41.10303
29.02186,41.10744
29.02237,41.10788
29.02489,41.10783
29.02529,41.0989
29.027360000000005,41.10784
29.02357,41.10764
29.02258,41.10466
29.02093,41.10071
29.021340000000002,41.108
29.027730000000002,41.106289999999994
29.0216,41.10619
29.01618,41.10464
29.01984,41.10772
29.02716,41.10793
29.018969999999996,41.107420000000005
29.01982,41.10512
29.02785,41.10803
29.02873,41.10684
29.01919,41.10123
29.02227,41.09981
29.018725,41.10142
29.0218,41.10737
29.02737,41.10779000000001
29.02648,41.10642000000001
29.02914,41.10762
29.02566,41.0989
29.02092902439024,41.10071048780488
29.02171,41.10015
29.02612,41.10516
29.02657,41.10566
29.017589999999995,41.1028
29.02267,41.10605
29.01987,41.10492
29.02949,41.10723
29.02335,41.10474
29.02062,41.10572
29.01606,41.10478
29.02548,41.09889
29.0236975,41.1076625
29.02389,41.10773
29.03096,41.09985
29.022139999999997,41.10458
29.02915,41.10759
29.01878,41.10737
29.01992,41.10477
29.017060000000008,41.10357
29.02912,41.09966
29.02408,41.10484
29.027919999999998,41.10622999999999
29.02623000000001,41.10781999999999
29.0219,41.10801
29.01985,41.10498
29.021445,41.100405
29.0203,41.10439
29.02719666666667,41.10528
29.02054,41.10785
29.01957,41.10115
29.022029285714286,41.10760964285715
29.02897,41.10703
29.022499999999997,41.10465
29.027320000000003,41.10789
29.02002,41.10438
29.02643,41.10663
29.02781,41.10803
29.02644,41.10518
29.02398,41.10775
29.021509999999992,41.10683999999999
29.02548,41.09889
29.025719999999993,41.1078
29.02911,41.10783
29.02237,41.10462
29.019274999999997,41.10122
29.024859999999997,41.10498
29.015599999999996,41.10525
29.0271,41.09941666666666
29.027330000000003,41.107899999999994
29.02266,41.10612
29.015650000000004,41.10629
29.02661,41.10786
29.01556,41.10623
29.0223,41.10792
29.02781,41.10584
29.02276000000001,41.105660000000015
29.027471600000002,41.099651599999994
29.02785,41.10628
29.02427,41.10488
29.02399,41.10479
29.02627,41.1073
29.02274,41.105720000000005
29.02737,41.10772
29.03075,41.099823333333326
29.01554,41.10619
29.02795,41.106249999999996
29.018969999999996,41.107420000000005
29.021572499999998,41.106535
29.02167,41.10723
29.028230000000004,41.10646
29.025380000000002,41.09895
29.023235,41.104732500000004
29.02630230769231,41.10520153846154
29.02215,41.09989
29.02637,41.09903
29.026299999999996,41.105149999999995
29.02641,41.10783
29.015339999999995,41.10579
29.021510000000003,41.10684
29.02789,41.10629
29.020439999999997,41.10784
29.018869999999996,41.10739
29.02754,41.09972
29.02864,41.10807
29.0229725,41.1048375
29.02273,41.10741
29.02852,41.108075
29.023270000000004,41.10757
29.01687,41.10383
29.02659,41.10526
29.026210000000003,41.10764
29.023530000000004,41.10475
29.02573666666667,41.10785333333333
29.0277,41.09979
29.027430967741928,41.10531032258063
29.022973333333336,41.10470333333333
29.02064,41.10444
29.02751,41.09969
29.02188,41.107470000000006
29.02143,41.1003
29.02742,41.10751
29.02377,41.09925
29.0227,41.10591
29.02915,41.10756
29.02553,41.10507
29.026448333333335,41.10627333333333
29.0282,41.10653
29.02814,41.10803
29.02222,41.10796
29.02325,41.10756666666666
29.02475,41.10497
29.02371000000001,41.107670000000006
29.02105,41.1045
29.02619,41.10775
29.021395,41.105935
29.023880000000002,41.10771
29.02193,41.10456
29.0236,41.10765
29.02727,41.10791
29.02873,41.10683999999999
29.02922,41.10722
29.02761,41.1054
29.022889999999993,41.105109999999996
29.01991,41.10483
29.02201,41.1076
29.024,41.10479999999999
29.02022,41.10781
29.02656,41.1058
29.02602,41.098996666666665
29.02128,41.10589
29.03094,41.09975
29.02909,41.10798
29.02186,41.1074475
29.01985,41.10501
29.02152,41.10677
29.022000000000002,41.108
29.021550000000005,41.10705
29.03108,41.09978
29.024,41.1048
29.02591,41.10782
29.02661,41.10786
29.02297,41.10484
29.02857,41.09981
29.027255,41.10791
29.02759,41.10683
29.02317,41.09934
29.02211,41.09987
29.02947,41.10721999999999
29.0218475,41.10801
29.019,41.10746
29.027540000000005,41.10798
29.02788,41.10619
29.027410000000003,41.107549999999996
29.02631,41.10715
29.02948,41.10722
29.02188,41.10001
29.026439999999994,41.10632000000002
29.02004,41.10545
29.02180999999999,41.108009999999986
29.019149999999996,41.10753
29.02159,41.10615571428571
29.02649,41.10524
29.021449999999994,41.100289999999994
29.0273,41.10791
29.02091,41.10792
29.01611,41.10471
29.023163333333333,41.107556666666675
29.02281,41.10545
29.021510000000006,41.10685913043478
29.02697,41.09927
29.0226,41.10728
29.02587,41.10513
29.02049999999999,41.10442
29.02604,41.099
29.022534999999998,41.10712
29.01542,41.10548
29.02114,41.10584
29.02644,41.1063
29.0264,41.1068
29.02644,41.10518
